AIRLINE,ORIGIN AIRPORT,DESTINATION AIRPORT,DEPARTURE_DELAY,ARRIVAL_DELAY,CANCELlATION
F9,DEN,MSP,26,16,0
F9,LAS,DEN,-3,8,0
F9,SNA,DEN,-7,-8,0
MQ,SGF,DFW,-200,-200,1
MQ,CMI,DFW,-3,-9,0
MQ,COU,DFW,-200,-200,1
NK,BWI,FLL,4,-11,0
NK,MCI,IAH,-8,8,0
OO,GTF,DEN,-9,-11,0
OO,BNA,CVG,-8,-14,0
OO,SNA,SFO,12,-1,0
OO,PHX,LAX,16,2,0
OO,ATL,IAH,-4,7,0
OO,EKO,SLC,-10,7,0
B6,IAD,JFK,-6,1,0
HA,HNL,KOA,-8,-6,0
OO,FAT,SFO,-3,-7,0
DL,LAX,MSP,-2,-9,0
UA,PHX,SFO,61,48,0
US,PIT,CLT,3,-9,0
US,MSP,CLT,-3,-13,0
WN,BWI,MCO,-7,-34,0
WN,MSY,ATL,-3,-16,0
WN,PHX,DAL,4,4,0
UA,FLL,ORD,-5,0,0
US,PHL,PHX,-10,16,0
AA,LAX,SFO,-6,-7,0
AA,MEM,DFW,-9,-13,0
AA,BOS,DFW,-5,2,0
AA,AUS,DFW,-3,-15,0
AA,DFW,TPA,70,70,0
AA,CLE,DFW,3,-15,0
AA,LAX,DFW,-9,-1,0
AS,SJC,SEA,-3,-14,0
AS,PDX,SNA,-1,-10,0
AS,LAS,PDX,-13,-18,0
AS,SEA,SMF,-6,-14,0
B6,LGB,OAK,-2,-9,0
DL,LAX,JFK,0,-11,0
DL,AVL,ATL,8,-1,0
DL,HSV,ATL,1,-8,0
EV,BNA,ORD,-6,-5,0
MQ,SAF,DFW,-200,-200,1
MQ,GRR,DFW,-200,-200,1
MQ,XNA,ORD,10,-10,0
MQ,SUX,ORD,-4,-5,0
MQ,LFT,DFW,-200,-200,1
NK,ORD,TPA,34,14,0
OO,PSP,IAH,71,55,0
OO,HYS,DEN,0,11,0
UA,BOS,EWR,1,-16,0
HA,HNL,ITO,47,53,0
AA,JFK,MIA,-3,-7,0
NK,DTW,LAS,22,26,0
UA,EWR,MIA,-4,-15,0
UA,SAN,IAH,2,-10,0
UA,DFW,IAH,-1,-1,0
US,RIC,CLT,-10,-13,0
US,TPA,CLT,-1,-7,0
UA,TPA,EWR,-1,-1,0
WN,CAK,ATL,-4,-30,0
WN,MCO,ATL,-4,-4,0
WN,ABQ,DAL,0,3,0
WN,PVD,FLL,1,-20,0
WN,PHL,FLL,-4,-24,0
WN,PHL,LAS,-2,-8,0
AA,MIA,DEN,4,1,0
AA,TUL,DFW,-200,-200,1
AA,LAX,BOS,-5,-33,0
AA,DFW,LGA,-8,-22,0
AA,BWI,DFW,-8,2,0
AA,DFW,LAX,-200,-200,1
B6,SFO,JFK,-3,-9,0
DL,MKE,MSP,-2,-10,0
DL,PDX,MSP,-3,-12,0
B6,MCO,DCA,-4,-8,0
B6,JFK,BUF,-10,-22,0
DL,MSP,LAS,-3,-41,0
DL,ATL,MCO,-1,-7,0
EV,MFE,IAH,-8,-13,0
F9,TTN,RDU,24,3,0
MQ,ELP,ORD,-200,-200,1
MQ,HSV,ORD,2,-19,0
MQ,ABQ,ORD,17,35,0
UA,RDU,SFO,0,-5,0
UA,EWR,LAX,-3,-5,0
US,DCA,CLT,-4,-15,0
UA,MCO,EWR,-1,-7,0
AA,DCA,MIA,-6,-20,0
B6,JFK,SFO,0,-24,0
B6,JFK,PBI,-4,-23,0
DL,LGA,ATL,-1,-31,0
OO,PSP,PHX,-1,-11,0
OO,DVL,JMS,-200,-200,1
UA,ALB,ORD,10,1,0
UA,PDX,SFO,-2,-17,0
UA,EWR,TPA,-1,-19,0
US,JAX,CLT,-5,-20,0
US,CLE,CLT,-8,-24,0
US,CLT,MIA,-6,-7,0
US,IAH,CLT,-4,-9,0
US,IND,CLT,-3,-17,0
US,DFW,CLT,-5,2,0
UA,LGA,ORD,-2,-5,0
UA,BOS,IAH,-4,-16,0
UA,BOS,ORD,0,13,0
UA,SFO,EWR,-1,-12,0
UA,SNA,DEN,1,7,0
UA,SFO,IAH,-2,-17,0
VX,JFK,LAX,-5,2,0
VX,LAS,SFO,-1,-6,0
WN,BUF,FLL,0,-3,0
WN,BWI,HOU,-2,-11,0
WN,BWI,LAS,-5,-14,0
WN,CLE,PHX,0,7,0
WN,DCA,DAL,-5,12,0
WN,ISP,FLL,4,-2,0
WN,MDW,DAL,3,-4,0
WN,MDW,TPA,-1,-14,0
WN,MSP,MDW,-4,-23,0
WN,PIT,MCO,-2,-22,0
WN,SAT,BNA,-5,-16,0
WN,HOU,MCO,0,-6,0
UA,MCO,SFO,328,306,0
UA,EWR,DEN,6,13,0
US,ORD,PHX,-2,-5,0
US,ATL,CLT,-2,-11,0
US,SLC,PHX,1,1,0
US,BOI,PHX,-1,2,0
US,DCA,PHX,1,5,0
AA,JFK,LAX,-11,6,0
AA,ATL,MIA,-4,-10,0
AA,LAX,JFK,-10,-49,0
AA,SFO,MIA,3,-4,0
AA,BOS,LAX,-7,10,0
AA,MIA,LAS,-3,6,0
AA,DFW,BNA,-8,4,0
AA,LGA,ORD,-2,-2,0
AA,FAT,DFW,45,45,0
AA,BOS,ORD,-1,5,0
AA,LAS,DFW,-4,-6,0
AA,MIA,IAH,83,112,0
AA,DFW,MCO,-5,-11,0
AA,MCO,LAX,-2,-9,0
AA,MIA,BOS,-4,-15,0
AA,TPA,DFW,-4,-10,0
AA,SEA,DFW,-4,24,0
AA,DFW,ATL,-5,-25,0
AA,TUS,DFW,-200,-200,1
AA,DFW,MIA,-200,-200,1
AA,LGA,MIA,-4,-20,0
AS,EWR,SEA,1,4,0
AS,MSP,SEA,-5,-14,0
AS,ANC,SEA,-7,-15,0
AS,PSP,SFO,-9,-19,0
AS,SFO,SEA,-9,-8,0
AS,SJC,PDX,-5,-5,0
AS,PDX,SEA,-2,9,0
AS,LAX,SEA,-5,-15,0
AS,SEA,LAX,-4,-6,0
AS,SNA,SEA,-15,-20,0
AS,BUR,SEA,124,120,0
AS,LAS,SEA,-1,-7,0
AS,PHX,PDX,-7,-20,0
AS,SLC,LAX,17,5,0
AS,PDX,HNL,-3,-17,0
AS,SAN,OGG,-4,24,0
AS,OAK,LIH,-11,-18,0
B6,LAX,BOS,-7,-34,0
B6,BOS,DCA,-10,-37,0
B6,BOS,SAN,-3,-7,0
B6,DCA,MCO,-8,-21,0
B6,BOS,JAX,133,131,0
B6,PDX,LGB,-11,-20,0
B6,BOS,HOU,-4,-10,0
B6,BOS,AUS,0,-6,0
B6,PIT,FLL,-6,-23,0
DL,SEA,LAX,12,-4,0
DL,PDX,JFK,-3,-28,0
DL,JFK,LAX,2,-10,0
DL,SEA,DTW,-8,-23,0
DL,SFO,DTW,1,-5,0
DL,DCA,ATL,3,-21,0
DL,ORF,ATL,1,4,0
DL,DAB,ATL,-2,-14,0
DL,PBI,ATL,-1,-3,0
DL,SLC,MSP,-3,-6,0
DL,SEA,MSP,-4,-17,0
AA,DAY,DFW,0,-20,0
DL,MSP,PHX,-1,-18,0
DL,LGA,PBI,-3,-31,0
DL,RSW,LGA,-3,-17,0
DL,MIA,LGA,-3,-2,0
DL,CLE,ATL,-1,-33,0
DL,PBI,LGA,-4,13,0
DL,JFK,SJU,-1,-11,0
DL,MKE,ATL,7,-8,0
B6,RDU,BOS,-13,21,0
DL,JFK,SFO,0,-17,0
DL,FLL,LGA,0,-11,0
DL,LAX,DTW,-7,-22,0
DL,LAS,JFK,-6,-35,0
DL,MSP,MIA,4,-26,0
DL,MSP,RSW,-1,-20,0
AA,JFK,MCO,117,117,0
EV,CLE,ORD,-3,-11,0
EV,LFT,IAH,7,12,0
EV,SHV,ATL,4,6,0
EV,ROC,LGA,-8,-26,0
EV,CID,MSP,-6,-9,0
EV,PVD,ORD,-2,3,0
F9,ORD,PHX,-11,10,0
F9,CLE,RSW,1,-17,0
F9,DEN,MCO,62,58,0
F9,MCO,DEN,-2,-1,0
MQ,DFW,DSM,4,10,0
MQ,GRK,DFW,-200,-200,1
MQ,PNS,DFW,-200,-200,1
MQ,GJT,DFW,-200,-200,1
MQ,HPN,ORD,-5,-22,0
MQ,BMI,DFW,-200,-200,1
MQ,DFW,MAF,-200,-200,1
NK,ATL,FLL,25,17,0
NK,ACY,FLL,-5,-12,0
NK,LBE,RSW,-5,-2,0
NK,IAH,LAS,43,29,0
NK,FLL,MCO,12,16,0
NK,FLL,BOS,4,10,0
OO,ASE,DEN,4,-1,0
OO,BUR,SFO,-10,-1,0
OO,SAN,SLC,21,30,0
HA,KOA,HNL,-4,-1,0
OO,SEA,PDX,-13,7,0
OO,RKS,DEN,-200,-200,1
OO,SBA,SFO,-4,1,0
OO,BOI,ORD,10,8,0
OO,CPR,SLC,-4,-41,0
OO,COS,DEN,-5,-8,0
UA,ORD,DEN,4,-2,0
UA,PHX,ORD,24,58,0
UA,MSY,IAH,4,-1,0
UA,CLE,RSW,-1,-28,0
AA,MIA,TPA,-200,-200,1
EV,BTR,IAH,-9,1,0
EV,BTV,ORD,-1,2,0
NK,FLL,BWI,1,8,0
OO,SFO,BOI,29,27,0
UA,ORD,SFO,8,-12,0
VX,SFO,JFK,-3,-12,0
WN,BDL,FLL,-2,-14,0
WN,BWI,FLL,-5,-12,0
WN,CMH,TPA,0,-10,0
WN,DAL,BWI,-2,-30,0
WN,DAL,STL,-200,-200,1
WN,FLL,BWI,-6,-9,0
WN,MCO,LAS,-6,3,0
WN,MDW,MCO,0,-26,0
WN,OAK,HOU,4,8,0
WN,SAT,ELP,29,30,0
WN,TPA,BWI,-2,-18,0
WN,TUS,DEN,-7,-9,0
UA,SNA,EWR,-7,-51,0
US,RDU,CLT,-8,23,0
US,MKE,PHX,2,1,0
US,BWI,PHX,-1,23,0
AA,SAN,DFW,-6,-15,0
AA,PDX,ORD,-4,-9,0
AA,ORF,DFW,-4,10,0
AA,OKC,DFW,5,22,0
AA,MIA,LAX,-2,-8,0
AA,MIA,JFK,-4,-7,0
AA,PHX,ORD,8,-10,0
AA,IND,DFW,24,26,0
AA,CMH,DFW,-7,-14,0
B6,LAS,LGB,-5,-12,0
B6,LGB,SMF,-10,-12,0
B6,FLL,JAX,-3,-8,0
DL,STL,ATL,-2,-21,0
DL,MSP,LGA,-2,-22,0
DL,LGA,MIA,-4,-32,0
DL,SEA,JFK,0,-22,0
DL,SAN,DTW,-2,-28,0
DL,SLC,ATL,-2,-16,0
DL,MSP,TUS,-2,-6,0
DL,LIT,ATL,-7,-32,0
DL,LGA,FLL,-6,-24,0
EV,FSD,DFW,8,21,0
MQ,ABI,DFW,-200,-200,1
MQ,FAR,ORD,0,-20,0
OO,EUG,LAX,-13,-20,0
OO,SJC,LAX,-5,-18,0
OO,LAX,SLC,-3,-8,0
B6,BUF,JFK,-3,-6,0
HA,LIH,HNL,107,111,0
B6,MCO,JFK,-2,4,0
EV,SHV,IAH,-2,8,0
B6,MCO,BOS,-4,29,0
HA,OGG,HNL,-6,-6,0
UA,LAS,IAH,-3,-7,0
UA,GUM,HNL,51,56,0
UA,LAX,HNL,-3,-2,0
US,ORF,CLT,-4,-4,0
WN,AUS,BWI,-1,-25,0
WN,CAK,BOS,-1,-27,0
WN,CMH,RSW,15,-3,0
WN,DAL,LGA,-1,-29,0
WN,LAS,SNA,-4,-15,0
WN,SAN,DAL,-1,-7,0
WN,ONT,MDW,33,22,0
UA,PHX,DEN,32,25,0
US,PIT,PHX,-1,-2,0
US,MCO,PHX,-5,-17,0
AA,SFO,DFW,-7,-3,0
AA,PHX,DFW,11,-3,0
AA,DFW,DEN,9,-1,0
AS,ANC,SCC,-4,-8,0
AS,SEA,ONT,-1,-8,0
DL,PHL,SLC,-6,-26,0
DL,CMH,ATL,-2,-18,0
DL,CVG,ATL,-2,-3,0
B6,BOS,TPA,-2,-19,0
DL,IND,ATL,-4,-38,0
EV,TVC,ORD,-1,-3,0
F9,DCA,DEN,-2,14,0
MQ,ALO,ORD,-8,-25,0
MQ,TLH,MIA,-1,-10,0
NK,TPA,DTW,-3,5,0
OO,ASE,ORD,42,30,0
DL,MEM,LAX,-3,-8,0
EV,RIC,EWR,-3,-2,0
B6,AUS,LGB,-7,-7,0
NK,FLL,LGA,-3,19,0
AA,MIA,SJU,15,2,0
DL,LAS,MSP,-5,-18,0
HA,HNL,OGG,4,2,0
B6,JFK,SJU,-3,-34,0
UA,IAH,ORD,1,-29,0
UA,CLE,SFO,0,-28,0
US,SFO,CLT,0,-9,0
US,MSY,CLT,0,11,0
UA,SEA,SFO,-1,-27,0
UA,BOI,DEN,27,32,0
WN,BNA,LAS,-1,-7,0
WN,CMH,LAS,2,-16,0
WN,DCA,BNA,-5,-6,0
WN,ISP,PBI,1,-18,0
WN,MCO,MDW,-5,-16,0
WN,SAN,SJC,-6,-8,0
WN,SEA,PHX,0,-8,0
WN,STL,LAS,-6,-23,0
WN,HOU,MDW,-4,-23,0
WN,PHX,ATL,-3,-8,0
UA,BWI,ORD,-7,-3,0
UA,PBI,EWR,-3,-1,0
AA,MIA,DFW,4,-3,0
AA,MIA,SFO,32,21,0
AA,SEA,JFK,-5,-19,0
AA,ELP,DFW,4,-5,0
AA,MIA,LGA,-2,-1,0
AA,MIA,ORD,75,72,0
AA,AUS,LAX,44,31,0
AA,ONT,DFW,2,0,0
AA,DFW,RDU,-4,-15,0
AA,RNO,DFW,-3,2,0
AA,DFW,FLL,-1,-12,0
AS,SMF,SEA,-5,-6,0
B6,PBI,BOS,-6,7,0
B6,BOS,ORD,-5,-1,0
B6,MCO,HPN,-11,-16,0
B6,BOS,STT,9,-27,0
DL,MEM,MCO,-2,-13,0
DL,CLT,ATL,8,2,0
DL,PHX,ATL,54,41,0
DL,PHX,JFK,74,71,0
DL,MSY,ATL,-3,-15,0
DL,RDU,ATL,-3,-29,0
DL,BOS,ATL,-2,-27,0
DL,LAS,ATL,-3,-18,0
EV,MCI,IAH,-7,-9,0
EV,IAH,CLT,-2,-17,0
EV,CLE,LGA,164,133,0
F9,IAD,CVG,-10,-14,0
F9,MCO,MDT,-13,-12,0
MQ,XNA,DFW,-3,-8,0
MQ,MHK,ORD,40,33,0
NK,DFW,LAX,-3,-13,0
OO,TUS,LAX,0,11,0
OO,IMT,RHI,0,-4,0
OO,MRY,LAX,-1,3,0
OO,ASE,LAX,5,14,0
UA,EWR,PBI,-3,-26,0
OO,SFO,SBP,-8,-13,0
B6,FLL,LGA,11,12,0
DL,MCO,SLC,-4,-8,0
EV,CRP,IAH,-8,-10,0
UA,BZN,DEN,-3,0,0
B6,JFK,FLL,-1,-27,0
EV,MAF,IAH,-200,-200,1
HA,ITO,HNL,-6,0,0
NK,DTW,IAH,16,16,0
OO,ORD,MKE,82,80,0
UA,IAH,BWI,-1,-21,0
UA,SFO,ORD,-6,-13,0
UA,ORD,LAX,0,0,0
WN,LAX,BNA,-5,-19,0
WN,LGA,DAL,0,0,0
WN,MCI,MCO,-4,-12,0
WN,MKE,ATL,-4,-6,0
WN,ALB,FLL,0,-25,0
WN,PVD,TPA,1,-3,0
WN,SFO,LAS,14,7,0
WN,PDX,LAS,-3,-15,0
UA,IAH,SFO,0,-27,0
US,TPA,PHX,-4,-12,0
AA,SFO,JFK,-6,-14,0
AA,DFW,PHL,39,17,0
AA,SAT,DFW,-5,-18,0
AA,IAD,MIA,-6,1,0
AA,BWI,MIA,9,-2,0
AA,MIA,EWR,-4,9,0
AA,MIA,MCO,9,-3,0
AA,BDL,DFW,0,0,0
AA,LAX,DFW,-3,-14,0
AS,SEA,JNU,10,-11,0
AS,SEA,SFO,8,26,0
AS,PDX,KOA,-8,-18,0
AS,OAK,OGG,19,29,0
B6,BDL,FLL,-5,-23,0
DL,BDL,ATL,-3,-25,0
DL,DEN,MSP,-3,-24,0
DL,ATL,SLC,-1,-6,0
DL,CVG,TPA,-1,-26,0
DL,PDX,SLC,-6,-24,0
EV,ORD,RIC,-7,-23,0
EV,CLE,MSP,8,-12,0
EV,IAH,DTW,-10,-30,0
EV,IAH,CMH,-2,-13,0
MQ,DFW,HOU,-200,-200,1
MQ,LCH,DFW,-200,-200,1
MQ,LIT,ORD,-9,-25,0
MQ,BIS,DFW,-9,-5,0
MQ,DFW,CVG,-200,-200,1
NK,IAH,MCO,12,4,0
OO,ORF,ORD,-1,16,0
OO,LAX,CLD,26,21,0
EV,TYS,ORD,-7,-8,0
EV,ELP,DEN,-8,-15,0
HA,HNL,ITO,-9,-6,0
UA,LAS,DEN,-7,-13,0
AS,JNU,KTN,-4,8,0
UA,EWR,IAH,12,4,0
UA,HNL,SFO,3,-13,0
UA,JAC,DEN,-1,-9,0
UA,PHX,IAD,40,5,0
UA,IAH,IAD,13,-3,0
US,ORD,CLT,-4,-11,0
WN,BDL,DEN,5,-4,0
WN,DEN,CAK,-7,-15,0
WN,FLL,ATL,-3,-11,0
WN,ATL,DAL,-4,-6,0
WN,PIT,RSW,0,-16,0
WN,RIC,MCO,-1,-8,0
WN,PHL,ATL,-4,-12,0
UA,EWR,FLL,2,-29,0
US,CMH,PHX,0,-4,0
US,DTW,PHX,-5,12,0
AA,SJC,ORD,0,-2,0
AA,ABQ,DFW,14,17,0
AA,PSP,DFW,11,22,0
AA,TPA,LAX,-8,-7,0
AA,DFW,IAH,2,0,0
AA,BNA,DFW,-1,10,0
AS,PDX,SFO,-1,-25,0
AS,SEA,LAS,-2,14,0
AS,SEA,PHX,0,6,0
B6,BUF,FLL,6,-13,0
DL,FLL,MSP,5,9,0
DL,IAH,ATL,-3,-24,0
DL,ATL,BDL,-2,-1,0
EV,RAP,DFW,29,62,0
EV,DFW,CRP,-200,-200,1
EV,MEI,DFW,-1,-13,0
F9,CVG,FLL,-2,-9,0
MQ,DBQ,ORD,-4,-27,0
MQ,GCK,DFW,-200,-200,1
MQ,GNV,MIA,-7,-18,0
NK,DTW,DFW,4,-4,0
NK,ORD,LAX,-6,-12,0
OO,SLC,LAX,15,23,0
OO,BRD,MSP,-2,16,0
OO,SAT,DTW,-5,-4,0
OO,TUS,DEN,-12,15,0
UA,MCO,CLE,0,-10,0
HA,HNL,LIH,6,11,0
UA,IAH,EWR,2,-28,0
UA,IAH,MCO,0,-12,0
EV,IAH,GPT,-7,-13,0
EV,DIK,DEN,-8,-8,0
B6,TPA,JFK,-5,5,0
EV,BTV,LGA,-5,-33,0
UA,IAH,LAX,-1,-15,0
UA,LGA,IAH,11,9,0
UA,ATL,SFO,12,9,0
B6,JFK,MCO,-4,2,0
B6,LGA,TPA,-7,-9,0
OO,BNA,SLC,7,7,0
US,CLT,PHX,-3,25,0
US,CLT,PHL,-4,-7,0
US,PHX,CLT,-2,-19,0
VX,LAX,JFK,-2,-38,0
WN,LAS,BUR,-8,-14,0
WN,RDU,LAS,2,-3,0
WN,SJU,FLL,-2,-3,0
UA,IAH,DEN,-3,-18,0
UA,PHL,ORD,-1,-12,0
US,STL,PHX,2,1,0
US,MSP,PHX,-3,-20,0
AA,DCA,DFW,-2,-1,0
AA,SFO,LAX,-7,5,0
AA,JFK,BOS,4,-1,0
AA,LGA,DFW,-1,-4,0
AA,STL,ORD,-5,-15,0
AA,DFW,MCI,33,33,0
AA,LGA,PBI,1,-12,0
AA,MCO,MIA,-6,-9,0
AA,DFW,LAS,205,210,0
B6,BOS,FLL,-4,-25,0
B6,FLL,BOS,13,22,0
B6,EWR,SJU,-8,-14,0
B6,FLL,JFK,-1,-6,0
DL,GSO,ATL,-3,-15,0
DL,MSP,PIT,-3,8,0
DL,LAX,ATL,-4,-19,0
DL,PNS,ATL,-9,-23,0
DL,LAS,DTW,-2,-17,0
DL,MSP,ATL,-1,-32,0
DL,ATL,MIA,-1,-8,0
DL,SDF,ATL,-2,-20,0
DL,DFW,DTW,-3,-25,0
DL,BWI,SLC,-8,-22,0
DL,CHS,ATL,-1,-10,0
DL,DEN,LGA,-6,-30,0
B6,HPN,RSW,-4,-16,0
EV,HPN,ORD,-2,13,0
EV,LBB,IAH,-1,10,0
EV,CAE,ATL,-7,-10,0
EV,AVP,ORD,-6,-5,0
F9,ORD,ATL,65,61,0
MQ,GSO,DFW,-200,-200,1
HA,HNL,KOA,-9,-14,0
MQ,SGF,DFW,-200,-200,1
MQ,SGF,ORD,44,35,0
MQ,CID,DFW,-3,0,0
MQ,CMI,ORD,-8,-26,0
MQ,DFW,BTR,-200,-200,1
MQ,DFW,SHV,-200,-200,1
MQ,DFW,TYS,-200,-200,1
MQ,COU,ORD,100,67,0
NK,FLL,DFW,5,0,0
NK,FLL,DTW,1,8,0
NK,ACY,MCO,-3,-12,0
OO,RDM,LAX,9,11,0
OO,HLN,SLC,0,2,0
OO,OKC,SLC,1,-10,0
OO,SFO,SMF,21,22,0
OO,MSP,SFO,-1,-18,0
OO,DFW,SFO,0,-2,0
OO,SLC,DEN,-1,9,0
OO,BTM,SLC,-8,-7,0
B6,LGA,PBI,-7,-27,0
DL,CVG,RSW,-9,-12,0
NK,DFW,ATL,-200,-200,1
OO,STL,SFO,0,-8,0
UA,BOS,DEN,0,4,0
UA,FLL,DEN,-3,14,0
UA,ORD,IAH,12,14,0
NK,FLL,ORD,-3,-4,0
UA,CMH,ORD,-3,-5,0
UA,MIA,DEN,-6,5,0
US,LAX,CLT,-1,-11,0
US,TPA,MIA,-6,-17,0
US,MEM,CLT,-11,-28,0
US,PHL,MIA,-10,-26,0
UA,CLE,MCO,-4,-18,0
WN,ATL,MDW,-4,-18,0
WN,ELP,AUS,0,-3,0
WN,EWR,MDW,-3,-7,0
WN,ISP,MCO,-7,-26,0
WN,MCI,BWI,-1,-14,0
WN,MCI,MSY,-2,0,0
WN,MCO,BNA,-9,-14,0
WN,SEA,SAN,-1,-18,0
WN,SJC,LAS,-4,-9,0
WN,SLC,PHX,1,0,0
WN,HOU,PHX,-4,-12,0
UA,LAX,IAD,-9,-27,0
AA,MCO,DFW,-2,-8,0
AA,LAS,LAX,-9,6,0
AA,DFW,BDL,-7,-23,0
AA,PBI,DFW,-7,-18,0
AA,SLC,DFW,-3,1,0
AS,SEA,KTN,12,4,0
AS,JNU,ANC,-12,30,0
AS,SEA,DEN,2,24,0
B6,TPA,DCA,-16,-11,0
B6,BOS,MCO,1,-13,0
DL,MSP,PDX,9,-4,0
DL,LAX,SLC,1,0,0
AA,RSW,DFW,5,-3,0
DL,DTW,FLL,-2,-39,0
EV,SHV,DFW,130,125,0
EV,IAH,IND,5,-17,0
MQ,DFW,LIT,-200,-200,1
OO,LAX,SMF,-5,8,0
HA,OGG,HNL,-6,5,0
UA,FLL,EWR,3,0,0
B6,BOS,PBI,-6,-22,0
EV,CLE,IAH,-6,-5,0
UA,ORD,EWR,-3,-23,0
F9,DEN,PDX,-5,-18,0
WN,BDL,RSW,5,-6,0
WN,IND,BWI,-4,-34,0
WN,LAS,DAL,3,-2,0
WN,LAS,SAT,-1,-1,0
WN,LAX,DAL,-3,-1,0
WN,MCO,DAL,-4,-10,0
WN,MCO,STL,0,-10,0
WN,PHX,HOU,-1,-8,0
WN,SMF,PHX,-3,23,0
WN,TPA,ATL,-1,17,0
WN,TUL,DAL,-4,-13,0
US,LAX,PHX,-8,-20,0
AA,MCI,DFW,-6,1,0
AA,DFW,SJC,-4,2,0
AA,DEN,DFW,0,0,0
AA,RDU,ORD,-4,12,0
AA,AUS,DFW,-200,-200,1
AA,DFW,ORD,-200,-200,1
B6,JFK,RDU,4,-8,0
B6,SJU,FLL,-3,-7,0
B6,JFK,IAD,-5,-18,0
DL,RSW,MSP,-2,-14,0
DL,SFO,ATL,171,170,0
DL,MCO,MSP,-4,-7,0
DL,BWI,ATL,10,-10,0
B6,JFK,SRQ,-2,-10,0
F9,DEN,SEA,-4,-21,0
F9,TTN,CVG,11,3,0
MQ,DFW,TUL,-200,-200,1
MQ,DFW,GRK,-200,-200,1
MQ,DFW,PNS,-200,-200,1
MQ,XNA,ORD,-7,-40,0
MQ,MEM,ORD,-3,15,0
MQ,OKC,ORD,17,16,0
OO,MRY,LAX,-12,-23,0
NK,FLL,ATL,-1,9,0
OO,OKC,SFO,3,-7,0
UA,SJU,IAH,6,-2,0
UA,SLC,IAH,41,27,0
OO,LAX,SAN,96,101,0
UA,IAD,ORD,-3,7,0
AA,MIA,PHL,-5,-12,0
EV,MCI,ORD,-4,-18,0
OO,BOI,IAH,199,196,0
OO,IAH,MIA,16,17,0
UA,FLL,IAH,28,23,0
UA,AUS,DEN,13,-2,0
EV,ORD,BTV,-4,-9,0
OO,ORD,DSM,-5,3,0
UA,PHL,IAH,0,9,0
UA,SFO,IAD,-3,-14,0
US,BNA,CLT,8,11,0
US,STL,CLT,-4,-8,0
US,AUS,PHL,18,-7,0
US,ATL,PHX,-5,-11,0
UA,SAN,IAD,-6,-30,0
UA,LGA,DEN,0,-4,0
WN,CLT,BWI,-1,-20,0
WN,DAL,ATL,2,-8,0
WN,DAL,FLL,-2,-9,0
WN,DAL,LAS,0,-13,0
WN,DAL,PHX,-1,1,0
WN,MDW,DEN,-2,-8,0
WN,MSY,LAS,-2,-21,0
WN,PIT,LAS,48,35,0
WN,SLC,DEN,6,-5,0
WN,STL,MDW,-3,-16,0
WN,PBI,ATL,0,-4,0
UA,MIA,EWR,-1,-12,0
US,CLE,PHX,-5,6,0
AA,DFW,IND,-1,9,0
AA,DFW,SEA,15,-18,0
AA,TPA,ORD,2,6,0
AA,DFW,DTW,-4,-16,0
AA,FLL,DFW,-6,4,0
AS,SEA,SNA,-8,-9,0
B6,MCO,SJU,-10,-27,0
B6,JFK,CHS,-7,-12,0
DL,SAT,ATL,-5,-21,0
DL,JAX,ATL,-5,-20,0
DL,EWR,ATL,-2,-19,0
DL,SEA,ATL,0,-6,0
DL,ATL,LGA,-5,34,0
DL,SAV,ATL,0,-3,0
DL,BNA,ATL,-3,-22,0
DL,MIA,ATL,40,27,0
DL,TPA,JFK,-5,-15,0
DL,FLL,ATL,-5,-7,0
DL,SLC,DTW,-5,-15,0
EV,EWR,DAY,-4,3,0
EV,OKC,DTW,-6,-3,0
EV,SCE,ORD,-8,-6,0
EV,ELM,ORD,11,10,0
EV,SYR,ORD,-3,10,0
F9,DEN,DCA,-5,-14,0
MQ,GRB,ORD,-8,-37,0
MQ,BTR,DFW,-200,-200,1
OO,DCA,ORD,-2,4,0
OO,MKE,IAH,-3,,0
OO,ASE,IAH,11,19,0
OO,COS,ORD,1,-8,0
B6,PBI,EWR,-2,1,0
EV,CLT,IAH,2,9,0
OO,RKS,SLC,-10,-11,0
UA,MCO,IAH,1,-5,0
B6,SJU,STT,-11,-16,0
OO,PIH,SLC,-7,-10,0
OO,IAH,AUS,55,57,0
VX,LAX,LAS,-5,-16,0
WN,BUF,PHX,19,25,0
WN,DAL,TUL,1,-11,0
WN,HOU,ATL,-5,-13,0
WN,MKE,PHX,1,0,0
WN,STL,MCO,-5,-16,0
UA,PHL,DEN,9,-1,0
UA,MIA,IAH,2,-1,0
UA,CLE,TPA,2,-16,0
UA,RSW,ORD,-3,-14,0
AA,BOS,ORD,-7,-4,0
AA,SMF,DFW,15,41,0
AA,DFW,LGA,-10,-10,0
AA,ICT,DFW,-200,-200,1
AA,BOS,MIA,-6,11,0
AA,DFW,DCA,7,-11,0
AS,PDX,BOS,-9,-29,0
AS,SEA,LAX,12,-11,0
AS,SEA,BUR,-6,1,0
AS,SLC,SFO,16,4,0
DL,MEM,ATL,-4,-24,0
EV,DFW,OKC,-200,-200,1
EV,MOB,IAH,-4,4,0
EV,RIC,ORD,-7,25,0
HA,SJC,OGG,-1,2,0
MQ,CMH,ORD,-5,-38,0
NK,MSP,MCO,8,5,0
NK,DFW,LGA,63,67,0
OO,SUN,SLC,-4,12,0
OO,LWS,SLC,-8,8,0
OO,IDA,SLC,-2,-5,0
